date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20221111,83325,25.57,84125,255.69,85395,25.61,1,False,True,B9,B2,729.9,361.64,335.24,83854.03,322.11,435.5,229.448,0.97,689.16,82855,-0.83,83995,270.93,86215,-32.4,True
20221111,80625,45.37,81115,468.13,82415,47.06,2,False,True,C1,B4,746.83,956.86,416.12,80899.54,179.29,516.72,369.0,0.984,959.49,79495,-17.82,81165,462.52,82735,-14.08,True
20221111,72235,18.01,72675,175.9,73385,17.92,1,False,True,B8,B1,653.43,248.99,230.35,72528.0,179.74,243.51,87.229,0.976,282.84,71935,4.78,72695,205.45,73495,11.91,True
20221111,66675,389.8,67015,4160.99,67435,412.51,3,True,True,C4,C4,644.97,5075.31,7454.77,66922.97,140.62,119.99,6291.369,0.99,2676.26,62575,-46.49,67015,4341.12,70375,-63.47,True
20221111,65205,84.14,65365,963.85,65875,94.47,3,True,True,C1,B9,644.97,2328.83,772.79,65289.79,54.75,206.79,6291.369,0.78,685.54,62575,-46.49,65405,927.95,70375,-63.47,True
20221111,6485,420.06,6715,3848.75,7245,386.05,2,True,True,C4,C3,631.79,6866.63,3817.3,6620.42,89.86,202.6,7870.02,0.988,2382.77,4375,-18.73,6715,3810.33,9535,-55.37,True
20221111,64005,108.83,64395,1037.06,64865,105.85,3,True,True,C1,C1,644.97,1211.56,2128.27,64301.25,169.99,121.28,6291.369,0.873,1109.43,62575,-46.49,64355,1012.98,70375,-63.47,True
20221111,5555,381.45,5745,4284.39,6375,428.03,2,True,True,C4,C4,631.79,10714.8,3372.78,5654.4,64.89,258.37,7870.02,0.99,2628.42,4375,-18.73,5755,4218.68,9535,-55.37,True
20221111,50375,16.79,50445,187.82,50915,18.35,3,True,True,B8,B1,641.97,835.46,120.27,50407.77,22.58,196.61,988.588,0.507,123.14,48055,34.18,50455,181.79,52495,-48.4,True
20221111,49735,45.8,49775,831.23,50135,84.18,3,True,True,C1,B8,641.97,4964.26,505.59,49755.76,12.38,152.35,988.588,0.937,331.46,48055,34.18,49785,800.09,52495,-48.4,True
20221111,49125,51.62,49385,477.18,50035,47.23,3,True,True,C1,B4,641.97,929.59,439.95,49268.58,96.6,255.82,988.588,0.928,530.11,48055,34.18,49405,482.94,52495,-48.4,True
20221111,43445,286.11,43615,2680.7,43835,270.79,2,True,True,C3,C2,1061.66,3340.12,4539.49,43565.22,71.41,65.85,232889.915,0.515,922.56,40375,-292.55,43615,2703.41,44455,-391.06,True
20221111,41855,1120.9,42055,11293.38,42715,1148.55,2,True,True,M1,M1,1061.66,27612.63,8993.1,41959.3,70.52,271.36,232889.915,0.967,4905.3,40375,-292.55,42045,11673.64,44455,-389.2,True
20221111,35125,75.33,35285,712.42,35715,70.92,4,True,True,C1,B7,927.88,1477.57,627.54,35211.32,58.24,171.86,184.287,0.994,422.18,34015,53.85,35275,727.57,36775,-3.1,True
20221111,34625,49.34,34825,481.46,36005,48.06,4,True,True,C1,B4,927.88,1960.34,315.34,34713.94,64.16,499.91,184.287,0.99,622.49,34015,53.85,34815,486.03,36775,7.05,True
20221111,34025,43.9,34085,359.91,34155,30.76,4,True,True,C1,B3,927.88,367.96,2238.51,34081.2,29.81,6.14,184.287,0.93,57.59,34015,74.89,34075,368.62,36775,-3.25,True
20221111,34015,69.24,34355,592.24,34835,57.5,4,True,True,C1,B5,927.88,754.47,948.95,34252.17,146.27,145.75,184.287,0.994,554.38,34015,123.09,34335,595.12,36775,-3.25,True
20221111,32735,548.88,33005,5213.88,33535,510.65,1,False,True,C6,C5,890.08,8425.33,5717.13,32899.77,105.65,195.14,10916.67,0.995,2909.3,31255,-19.16,32985,5277.88,33895,172.12,True
20221111,28615,29.33,28675,269.09,29455,58.58,2,True,True,B8,B2,618.72,3594.04,146.67,28636.06,16.55,508.22,882.062,0.888,318.51,27775,-4.69,28695,367.86,29455,46.8,True
20221111,28115,39.03,28275,378.14,29125,38.11,2,True,True,B9,B3,618.72,1409.61,254.15,28187.23,51.87,360.55,882.062,0.934,424.48,27775,-4.69,28265,369.97,29455,3.47,True
20221111,27105,77.65,27165,652.77,27555,65.26,2,True,True,C1,B6,526.78,2573.41,434.4,27133.63,21.85,162.21,79125.171,0.174,346.7,24895,118.24,25935,797.55,27655,35.24,True
20221111,25745,1216.83,26065,12745.57,26765,1291.09,2,True,True,M1,M1,526.78,22623.14,12698.0,25935.41,120.65,269.4,79125.171,0.994,6933.73,24895,118.24,26075,12151.2,27655,47.46,True
20221111,2355,32.67,2695,321.46,3065,33.57,5,True,True,C1,B3,744.86,346.71,982.91,2639.42,153.7,67.95,9461.787,0.395,312.02,55,227.61,2665,333.64,4255,-150.5,True
20221111,21895,67.54,22125,645.99,22495,64.62,2,True,True,C1,B6,664.9,904.65,860.94,22049.06,94.82,124.88,1845.615,0.929,480.75,20215,-71.78,22135,809.04,23455,-47.12,True
20221111,21175,146.59,21385,1367.07,21815,137.02,2,True,True,C2,C1,664.9,2299.02,1436.43,21299.6,81.12,162.73,1845.615,0.983,931.73,20215,-71.78,21405,1355.67,23455,-47.15,True
20221111,1785,13.27,1885,116.83,2175,12.08,5,True,True,B8,B1,744.86,256.93,98.99,1837.19,36.51,118.78,9461.787,0.038,55.78,55,227.61,105,247.18,4255,-150.5,True
20221111,16605,296.4,16865,2734.67,17735,270.19,1,False,True,C3,C2,631.61,6532.18,2205.18,16740.96,94.65,351.39,2878.451,0.995,2662.05,14935,-16.74,16855,2851.98,18295,-24.68,True
20221111,13075,65.4,13305,697.43,13845,71.14,3,True,True,C1,B6,592.13,1339.71,650.35,13205.13,83.14,214.65,6281.077,0.769,643.93,9655,-12.5,13285,719.42,14815,5.18,True
20221111,11685,236.83,11935,2166.59,12925,219.15,3,True,True,C2,C2,592.13,5933.46,1632.28,11811.15,89.71,408.72,6281.077,0.977,2448.55,9655,-12.5,12025,2026.02,14815,6.56,True
20221111,1075,8.1,1175,83.81,1315,9.01,5,True,True,B8,A8,744.86,105.53,140.14,1150.51,43.63,41.17,9461.787,0.016,28.93,55,227.61,105,247.18,4255,-150.5,True
20221111,10065,18.45,10995,187.35,11925,18.52,3,True,True,B7,B1,592.13,191.18,1147.48,10905.27,423.24,88.38,6281.077,0.369,525.74,9655,-11.02,11795,414.45,14815,4.41,True
20221110,9865,11.95,10895,119.77,13495,38.31,4,True,True,B7,B1,591.27,407.73,82.82,10355.0,344.49,2125.48,123.503,0.936,757.15,7135,-3.97,10955,141.1,13495,35.86,True
20221110,83466,13.73,83956,135.4,86096,111.59,2,True,True,B7,B1,641.36,4969.75,70.04,83623.66,122.23,10871.02,1396.498,0.713,815.04,82016,11.37,86076,262.32,86096,259.57,True
20221110,82456,24.65,82686,227.84,84176,22.79,2,True,True,B8,B2,641.36,962.84,147.77,82560.1,76.99,628.72,1396.498,0.733,478.65,82016,11.37,82716,251.33,86096,149.06,True
20221110,79276,6.8,79606,68.17,79976,12.73,1,False,False,B7,A6,709.77,87.24,108.16,79511.62,138.67,140.18,24.372,0.955,72.88,79136,-6.71,79596,73.53,79976,7.93,True
20221110,7825,8.9,7995,108.83,11385,10.86,4,True,True,B7,B1,591.27,1546.63,59.04,7888.79,44.61,1464.89,123.503,0.872,440.65,7135,-3.97,8085,101.84,13495,0.12,True
20221110,77676,79.4,78036,822.18,78446,83.63,2,False,True,C1,B8,711.54,928.6,1933.94,77961.08,156.92,94.43,2132.65,0.966,782.09,76376,-22.26,78056,923.66,79016,6.99,True
20221110,74056,8.41,75106,85.38,76166,8.42,1,False,True,B8,A8,715.16,86.98,546.34,75013.38,480.87,95.95,316.675,0.74,268.96,73376,-22.17,75076,109.69,76256,-22.01,True
20221110,69076,24.28,70066,240.08,73186,23.95,2,True,True,B9,B2,692.6,553.46,197.54,69606.9,358.43,1258.65,130.693,0.978,1174.89,67976,16.16,69906,247.57,73256,23.72,True
20221110,68466,14.32,68656,163.1,69286,16.34,2,True,True,B8,B1,692.6,397.45,130.14,68569.18,66.83,255.8,130.693,0.893,164.0,67976,16.16,68666,181.67,73256,1.06,True
20221110,65606,39.89,65756,351.65,66216,34.42,1,False,True,C1,B3,721.29,763.77,300.24,65687.65,56.98,181.67,376.464,0.944,242.5,64736,-39.2,65746,355.27,67856,-30.71,True
20221110,62976,7.72,63736,78.16,64486,7.98,1,False,True,B7,A7,687.27,79.23,586.33,63674.63,347.11,58.79,54.63,0.922,179.02,62936,13.3,63746,90.55,64616,-4.42,True
20221110,62066,47.47,62236,443.14,62526,42.71,1,False,True,C1,B4,698.43,642.55,559.04,62176.43,69.22,99.71,61.134,0.997,255.4,61616,16.23,62236,437.24,62816,-1.4,True
20221110,57376,5.97,57456,53.52,58646,5.36,4,True,True,B7,A5,661.68,528.94,29.99,57405.55,23.23,513.4,163.313,0.483,69.03,55976,43.1,57466,74.64,60296,0.71,True
20221110,56596,6.99,57106,66.9,57616,6.89,4,True,True,B7,A6,661.68,67.85,493.11,57063.74,236.24,40.74,163.313,0.683,100.53,55976,43.1,57096,91.97,60296,0.5,True
20221110,56296,13.45,58536,135.74,60296,35.88,4,True,True,B7,B1,661.68,143.31,494.98,58206.05,1006.55,365.24,163.313,0.915,892.78,55976,49.67,58036,154.8,60296,36.38,True
20221110,55976,47.69,56416,125.23,57106,12.73,4,True,True,B7,B1,661.68,127.58,801.79,56358.38,313.83,62.59,163.313,0.905,239.98,55976,90.79,56406,166.0,60296,0.5,True
20221110,5105,19.71,5245,215.92,5555,20.76,1,False,True,B7,B2,550.73,387.06,213.25,5187.73,51.76,117.75,126.605,0.966,132.21,4495,10.75,5265,229.35,5935,4.33,True
20221110,46306,27.75,47026,273.91,49856,65.91,3,True,True,B8,B2,527.44,1162.68,177.35,46628.47,232.37,1909.34,533.755,0.939,1559.6,42776,24.05,47046,285.91,49856,69.39,True
20221110,45676,9.66,46356,98.29,49856,29.19,3,True,True,B6,A9,527.44,638.5,58.25,45956.0,204.7,2812.23,533.755,0.676,732.43,42776,24.05,46556,179.12,49856,32.67,True
20221110,43416,96.73,44026,983.71,46766,98.36,3,True,True,C1,B9,527.44,3077.85,701.14,43715.09,207.4,1141.07,533.755,0.993,3627.49,42776,24.06,44076,940.9,49856,10.04,True
20221110,35695,149.69,36175,217.29,40616,73.68,1,False,True,B7,B2,495.52,1394.74,129.03,35605.0,294.43,3988.87,118.563,0.944,2051.86,35695,191.38,36205,252.24,40616,69.31,True
20221110,32375,16.44,32595,175.19,34255,19.88,3,True,True,B8,B1,655.38,931.27,107.72,32472.09,68.93,746.89,104.254,0.96,383.51,30055,-3.91,32565,183.14,34255,23.11,True
20221110,31585,11.46,31695,143.9,32295,14.35,3,True,True,B7,B1,655.38,549.39,95.97,31638.67,35.14,252.11,104.254,0.887,122.75,30055,-3.91,31705,174.18,34255,3.24,True
20221110,30525,13.64,30775,124.47,34025,12.46,3,True,True,B7,B1,655.38,1079.98,70.81,30619.42,73.26,1400.46,104.254,0.922,485.13,30055,-3.91,30775,134.85,34255,13.81,True
20221110,28145,11.6,28285,102.09,29935,26.12,2,True,True,B7,B1,623.37,1341.47,55.71,28194.64,39.74,1199.33,69.675,0.94,281.65,26935,-6.31,28275,99.33,29935,12.2,True
20221110,27385,9.94,27945,96.96,28525,9.61,2,True,True,B7,A9,623.37,99.55,517.83,27888.96,258.94,62.39,69.675,0.936,172.02,26935,-6.25,27925,123.75,29935,-13.92,True
20221110,19015,139.36,22035,753.18,25645,74.99,1,False,True,C1,B7,551.65,780.42,3437.07,21605.88,1601.21,455.67,2620.097,0.96,7427.38,19015,147.09,22205,820.18,26815,-25.36,True
20221110,16615,99.86,17205,126.91,18895,31.29,1,False,False,B7,B1,583.38,159.83,208.98,16703.48,735.22,704.76,19.17,0.981,588.54,16615,110.29,17085,138.33,18895,28.27,True
20221110,13735,8.5,15685,84.93,16495,57.19,1,False,True,B7,A8,636.05,86.53,541.05,15509.86,895.14,179.42,69.535,0.911,421.67,13615,6.36,15785,99.06,16495,53.18,True
20221110,11895,39.44,12075,376.66,12345,35.51,4,True,True,B9,B3,591.27,496.47,560.96,12020.58,75.79,84.07,123.503,0.967,234.95,7135,-3.97,12085,404.86,13495,-2.45,True
20221110,11475,74.57,11565,604.74,11775,61.89,4,True,True,C1,B6,591.27,1126.54,579.31,11523.87,34.19,83.33,123.503,0.978,223.24,7135,-3.97,11555,607.69,13495,-2.45,True
20221109,81895,79.86,83455,198.33,86215,108.88,1,False,True,B7,B1,551.43,564.97,146.8,82295.0,801.91,3867.95,137.252,0.881,1890.56,81895,96.73,82895,206.56,86215,94.64,True
20221109,71645,390.51,72365,3817.02,75445,382.91,1,False,True,C4,C3,738.75,11431.48,2767.26,71998.28,247.52,1281.49,6753.576,0.993,10810.82,70375,-135.65,72335,3825.0,81775,-135.66,True
20221109,65625,19.82,65865,183.82,66525,18.13,2,True,True,B7,B1,547.67,376.58,163.13,65757.59,89.92,260.17,2005.572,0.55,238.42,64135,-25.34,65865,208.85,67135,-31.88,True
20221109,64885,72.99,65115,797.31,65345,76.68,2,True,True,C1,B7,547.67,820.67,4058.52,65089.44,102.62,26.01,2005.572,0.945,504.22,64135,-25.34,65135,897.24,67135,-33.61,True
20221109,57325,25.57,57665,243.11,58945,24.21,1,False,True,B8,B2,566.16,646.78,185.56,57497.2,120.25,525.32,88.519,0.984,511.84,56935,14.04,57645,249.29,59455,-14.24,True
20221109,55045,40.6,55115,463.87,55395,46.33,1,False,True,C1,B4,671.34,1280.17,349.51,55082.88,24.84,114.02,2113.125,0.734,186.91,53335,-4.47,55115,482.68,56815,-81.37,True
20221109,51575,16.17,52735,159.19,53215,128.92,1,False,True,B6,B1,533.46,302.38,149.58,52238.18,434.54,1100.96,43.534,0.989,517.78,50935,2.23,52835,178.88,53215,133.75,True
20221109,48575,53.23,48695,635.9,49265,63.76,1,False,True,C1,B6,543.87,2198.12,437.68,48632.76,38.16,240.2,146.747,0.992,507.09,46975,-8.47,48685,627.94,50815,-13.46,True
20221109,43235,8.81,43475,89.91,43985,9.2,1,False,True,B5,A8,505.32,157.8,90.56,43376.65,90.29,197.2,94.35,0.823,103.3,40735,1.52,43485,148.28,44695,-10.27,True
20221109,38985,41.8,39095,417.76,39515,41.42,1,False,True,B9,B4,498.82,1180.27,311.06,39038.21,36.7,174.55,73.903,0.991,286.9,37855,-6.56,39095,424.0,40615,-16.93,True
20221109,36925,18.28,37025,150.79,37165,15.93,2,True,True,B6,B1,480.76,187.92,255.66,36997.58,44.83,41.3,43.602,0.948,61.53,35215,1.32,37025,147.75,37735,-4.07,True
20221109,35955,18.85,36195,185.84,37705,18.7,2,True,True,B6,B1,480.76,807.12,119.66,36060.4,76.11,643.39,43.602,0.987,429.13,35215,1.32,36125,190.06,37735,13.78,True
20221109,32695,14.98,33115,158.4,33625,15.43,4,True,True,B5,B1,347.39,187.48,310.84,33012.24,177.99,134.55,96.221,0.949,283.9,30895,6.71,33155,166.43,35095,-10.41,True
20221109,32585,20.99,32755,190.56,32935,20.04,4,True,True,B5,B1,347.39,207.13,553.4,32721.55,75.85,35.58,96.221,0.924,132.38,30895,6.71,32765,198.28,35095,-10.41,True
20221109,30895,152.09,30995,183.98,35095,143.71,4,True,True,B5,B1,347.39,26581.62,92.88,30852.54,46.09,16530.97,96.221,0.591,2341.7,30895,158.79,30995,215.44,35095,133.3,True
20221109,2945,15.59,3245,146.28,3615,14.18,1,False,True,B6,B1,539.98,173.54,284.95,3167.52,129.24,98.65,273.837,0.838,157.99,1735,-14.0,3225,220.21,5095,-13.69,True
20221109,26565,58.52,26675,509.78,27095,52.38,1,False,True,C1,B5,507.03,1431.31,380.74,26616.75,37.61,177.18,231.947,0.985,346.03,25975,5.0,26695,501.17,28135,-1.95,True
20221109,20215,77.52,21755,252.16,25855,40.77,2,False,True,B7,B2,493.56,475.56,238.32,20875.0,784.32,1961.52,141.86,0.971,2404.63,20215,111.3,21475,272.96,25855,23.19,True
20221109,11575,32.83,16545,203.85,17455,191.77,2,False,True,B6,B2,444.37,207.58,1319.35,16054.53,2562.88,505.38,201.014,0.945,2495.47,11575,15.32,15865,232.66,17455,181.36,True
20221108,81995,11.0,82185,103.19,83575,10.4,1,False,True,B6,B1,563.83,489.91,65.05,82079.39,62.57,590.58,32.004,0.963,206.8,81295,2.15,82205,110.71,84535,0.84,True
20221108,75175,27.88,76685,53.29,80455,5.31,1,False,True,B6,A5,564.5,67.6,86.21,75885.0,1163.53,1143.42,60.347,0.839,500.71,75175,41.15,76485,78.06,81175,2.38,True
20221108,72655,10.92,73285,44.68,74095,4.51,1,False,False,B6,A4,595.36,45.25,346.1,73226.53,371.9,60.94,16.129,0.943,114.34,72655,22.27,73375,55.44,75055,-3.24,True
20221108,68215,23.88,68735,131.31,69975,13.14,1,False,True,B7,B1,632.83,224.28,135.77,68495.06,227.29,470.57,239.688,0.874,325.58,68215,61.09,68795,209.14,72535,-16.31,True
20221108,59695,84.21,61545,841.97,66215,84.18,1,False,True,C1,B8,665.42,1645.94,773.44,60745.0,687.91,1834.77,627.154,0.992,6173.49,58375,-35.38,61345,826.4,67255,36.75,True
20221108,44545,13.13,48355,131.5,51535,40.1,2,True,True,B7,B1,575.49,158.46,243.83,47366.59,1620.4,1319.83,54.991,0.966,1635.26,44095,10.38,47585,139.0,51535,35.52,True
20221108,44355,5.71,44505,53.58,44655,4.65,2,True,True,B6,A5,575.49,54.25,418.39,44494.27,66.86,10.87,54.991,0.462,26.89,44095,3.17,44505,67.39,51535,-4.58,True
20221108,42635,16.24,43145,165.09,43795,16.63,1,False,True,B7,B1,587.22,203.63,286.68,43004.15,213.24,189.83,192.832,0.941,287.16,42535,28.64,43045,168.65,43975,0.32,True
20221108,41755,4.29,42055,42.52,42365,4.56,1,False,False,B6,A4,626.31,43.77,218.0,42026.15,139.21,35.03,19.328,0.922,41.9,41455,-0.82,42055,47.63,42415,-2.37,True
20221108,32495,4.69,33275,45.79,34075,4.45,1,False,True,B5,A4,502.77,46.62,297.11,33208.22,361.21,71.04,32.598,0.888,126.07,31975,3.55,33285,54.78,34975,-3.05,True
20221108,24295,124.53,25815,190.9,29945,19.02,1,False,True,B7,B1,509.66,222.99,391.92,24985.0,1487.85,1060.96,62.694,0.984,1982.24,24295,124.34,25585,211.52,30295,6.39,True
20221108,21655,23.43,22395,55.53,23605,5.54,1,False,True,B7,A5,647.12,56.43,382.81,22292.98,553.58,102.27,33.946,0.92,189.56,21655,36.2,22545,66.8,24175,-10.75,True
20221108,18565,8.28,19345,83.67,21535,27.5,1,False,True,B7,A8,630.16,319.91,55.77,18928.14,257.15,1848.83,33.72,0.962,422.17,17095,-5.35,19295,86.25,21535,16.54,True
20221108,11355,27.04,11465,288.95,12205,28.76,1,False,True,B8,B2,572.67,1377.0,182.13,11402.28,33.29,315.48,103.462,0.976,288.2,10615,-2.44,11465,313.07,14095,-15.6,True
20221107,82705,33.39,83225,344.25,83765,35.18,1,False,True,B9,B3,635.65,362.41,1292.44,83152.34,233.82,82.17,178.349,0.986,531.25,81775,-1.28,83195,359.74,84655,-12.79,True
20221107,75705,17.34,75925,156.09,76715,15.57,1,False,True,B8,B1,685.58,402.19,121.03,75814.8,77.96,324.69,94.774,0.955,194.52,75055,-19.39,75905,176.01,77455,16.47,True
20221107,72075,17.45,72775,178.9,74705,17.88,2,True,True,B8,B1,691.93,374.62,156.37,72464.37,255.83,768.16,172.806,0.951,579.06,70735,13.2,72865,179.69,74935,-21.85,True
20221107,71195,24.98,71765,241.29,72345,24.07,2,True,True,B9,B2,691.93,246.45,1443.51,71710.26,263.11,56.3,172.806,0.967,395.74,70735,13.2,71745,258.83,74935,-35.1,True
20221107,63405,22.29,65555,167.41,68085,16.76,2,True,True,B9,B1,746.35,169.29,1390.28,65381.68,1163.14,177.51,28775.522,0.072,1344.8,47455,-132.02,65505,402.2,68815,-31.32,True
20221107,49565,220.42,55865,2202.07,63415,220.59,2,True,True,C2,C2,746.35,2581.71,4462.69,54335.8,2706.27,1962.19,28775.522,0.953,31075.88,47455,-98.16,54935,2424.67,68815,-20.6,True
20221107,40975,30.31,42795,303.63,46015,69.09,2,True,True,B8,B3,556.27,608.32,273.82,42001.89,675.18,1879.92,197.098,0.983,2459.84,37495,23.86,42705,316.63,46015,64.0,True
20221107,37495,109.41,40415,289.23,45045,28.97,2,True,True,B8,B2,556.27,302.8,1153.44,39799.8,2023.11,665.64,197.098,0.978,3801.25,37495,133.27,40015,332.67,46015,5.48,True
20221107,335,5576.78,665,52288.04,1175,5112.41,1,False,True,M5,M5,2520.67,71055.5,73400.19,558.91,137.36,166.65,582849.725,0.996,12024.17,55,-1404.73,665,51299.12,5565,-420.46,True
20221107,32245,9.65,32955,95.32,33745,9.65,1,False,True,B7,A9,692.41,105.12,252.73,32819.38,315.39,164.41,53.653,0.949,206.91,30895,1.9,33005,95.38,34615,-17.98,True
20221107,25875,188.98,25885,1081.57,30775,465.27,1,False,True,C1,C1,153.45,1781994.66,541.6,25876.32,1.41,5796.83,1803.937,0.968,11011.52,25616,223.17,25895,1180.76,30775,525.21,True
20221107,24235,89.6,24915,900.09,25495,169.16,1,False,True,C1,B9,757.14,917.21,5716.47,24852.58,311.1,62.56,42677.962,0.714,1347.12,23215,9.67,24925,814.18,25495,-699.64,True
20221107,13735,154.26,14665,428.96,17375,43.04,1,False,True,C1,B4,827.58,709.1,458.69,14139.01,523.12,1013.58,721.718,0.967,1880.5,13735,252.44,14595,468.54,20215,-50.65,True
20221106,79376,0.0,79616,1089.68,83336,466.55,1,False,True,C1,C1,316.22,3457238.86,546.24,79604.7,0.55,4385.37,1420.989,0.977,7337.52,79376,-32.64,79616,1189.45,83336,523.65,True
20221106,78366,186.66,78836,1790.41,79256,318.22,1,False,True,C2,C1,238.58,1831.66,10316.99,78791.82,218.41,48.6,5873.829,0.984,2277.95,78176,108.73,78756,1684.37,79256,163.44,True
20221106,77206,143.58,77656,1390.02,78056,484.44,2,True,True,C1,C1,203.35,1935.8,1869.64,77504.3,182.6,236.95,17121.348,0.939,2002.98,76376,22.19,77586,1357.53,78056,360.96,True
20221106,76656,173.41,76836,1842.5,77016,177.77,2,True,True,C2,C1,203.35,1879.91,11317.14,76819.2,81.32,16.93,17121.348,0.935,879.75,76376,22.19,76876,1660.19,78056,-123.48,True
20221106,7345,8.35,7745,82.62,9525,8.25,2,True,True,B8,A8,748.7,255.76,59.12,7540.22,136.63,740.76,33.361,0.951,204.62,5935,-3.09,7765,87.27,9655,7.3,True
20221106,71576,975.25,72436,1246.57,73976,611.19,2,False,True,C1,C1,0.02,1410.73,2904.39,71875.35,1122.53,683.36,19633.744,0.668,7710.49,71576,1112.29,72876,1232.71,73976,214.18,True
20221106,61766,236.85,63066,2412.64,67716,241.75,2,True,True,C3,C2,1112.83,6226.77,1868.59,62439.32,456.63,1907.12,4568.763,0.992,10999.27,59696,-129.21,62996,2442.05,69896,-47.06,True
20221106,61756,213.87,61986,2034.1,63366,202.94,2,True,True,C3,C2,1112.83,8258.4,1332.83,61859.06,75.11,583.27,4568.763,0.971,2478.29,59696,-129.21,62016,2035.69,69896,-124.14,True
20221106,6115,3.69,6715,37.08,9655,10.11,2,True,True,B7,A3,748.7,211.71,22.48,6369.99,186.0,2195.45,33.361,0.732,195.23,5935,-2.66,6655,72.63,9655,10.48,True
20221106,54266,71.85,55396,707.23,58176,70.59,1,False,True,C1,B7,818.13,1353.05,660.73,54911.07,423.26,1086.32,1016.84,0.981,2918.98,53216,-39.7,55456,700.15,59576,38.98,True
20221106,5035,40.17,5195,356.47,5575,36.07,4,True,True,C1,B3,707.26,672.48,337.38,5123.52,60.06,150.05,286.398,0.962,230.98,3175,-8.13,5205,341.79,5815,11.76,True
20221106,46306,11.27,46836,113.52,47386,10.9,1,False,False,B9,B1,814.54,116.51,611.89,46784.43,243.74,58.17,27.057,0.983,166.99,46016,0.0,46806,126.33,47576,-11.88,True
20221106,4355,78.37,4415,617.32,4625,64.45,4,True,True,C1,B6,707.26,1541.15,486.29,4384.54,22.05,87.57,286.398,0.975,185.2,3175,-8.13,4435,598.47,5815,4.48,True
20221106,4355,56.22,4795,574.6,5245,55.73,4,True,True,C1,B5,707.26,589.38,3126.46,4750.95,200.86,47.46,286.398,0.991,668.32,3175,-8.13,4775,590.77,5815,4.49,True
20221106,43526,108.8,43806,1184.08,44336,118.76,2,True,True,C1,C1,777.85,1928.99,1287.43,43697.78,105.61,198.32,579.144,0.996,993.36,42776,-18.66,43796,1179.0,44816,50.03,True
20221106,43376,90.87,43466,715.13,43666,72.49,2,True,True,C1,B7,777.85,1291.03,705.63,43424.86,34.32,78.7,579.144,0.974,226.62,42776,-18.66,43446,695.78,44816,39.47,True
20221106,405,12.79,1055,125.45,3055,55.07,1,False,True,B7,B1,646.13,700.99,76.37,679.11,201.72,2320.69,158.781,0.853,605.17,295,4.67,1245,217.51,3055,29.92,True
20221106,37396,22.01,38786,217.05,40186,21.88,1,False,True,B9,B2,743.21,221.13,1386.1,38660.04,639.29,127.82,329.841,0.944,826.46,35216,-1.77,38996,263.22,41336,-28.29,True
20221106,3675,19.06,3835,187.99,4575,18.88,4,True,True,B8,B1,707.26,620.12,131.54,3749.8,52.73,311.57,286.398,0.895,195.73,3175,-8.13,3835,222.29,5815,4.83,True
20221106,31456,10.0,31816,102.84,33056,13.6,1,False,True,B7,B1,675.45,284.55,77.1,31639.3,124.92,577.86,44.352,0.956,211.97,31256,10.67,31816,106.6,33056,3.31,True
20221106,21056,125.14,22636,184.65,26656,18.39,1,False,True,B8,B1,639.71,197.14,608.88,22016.0,1699.99,689.83,139.958,0.972,1796.21,21056,138.28,22616,216.7,28976,-20.36,True
20221106,11215,83.12,13006,231.77,15776,23.15,1,False,True,B9,B2,686.13,241.92,957.82,12653.32,1213.52,384.15,201.5,0.969,1703.6,11215,82.82,13206,245.66,16856,-2.97,True
20221105,7615,207.94,8575,332.19,10735,124.12,1,False,True,B9,B3,656.87,584.73,333.54,7765.0,757.3,1663.91,173.515,0.961,1966.8,7615,235.99,8365,351.71,10735,136.36,True
20221105,75435,8.31,75655,76.51,76745,7.7,1,False,True,B7,A7,678.93,258.7,53.03,75538.07,74.87,457.76,87.754,0.815,120.92,74935,15.46,75645,89.86,79015,-16.72,True
20221105,72045,7.61,72485,77.24,74075,7.7,1,False,False,B7,A7,691.25,199.43,59.81,72273.95,155.5,649.8,18.922,0.968,194.7,71575,0.97,72555,80.05,74815,1.73,True
20221105,61015,112.84,62455,156.61,66285,15.75,2,False,True,B9,B1,743.83,158.25,1344.34,62202.41,1763.38,260.17,141.187,0.948,1362.93,61015,108.07,62785,181.7,66655,-1.43,True
20221105,59755,8.44,60085,81.24,60895,17.73,1,False,False,B9,A8,830.46,207.47,63.25,59925.9,118.19,485.85,22.393,0.972,126.07,58975,-2.65,60035,90.51,60895,9.64,True
20221105,55,121.1,755,220.79,4085,22.1,1,False,True,C1,B2,992.73,441.82,199.29,195.0,473.4,1315.39,458.992,0.918,1017.1,55,169.18,795,282.2,5095,-19.94,True
20221105,45035,8.12,45485,76.68,47695,29.17,1,False,True,B8,A7,756.32,583.5,44.37,45212.87,135.13,2227.19,99.261,0.879,333.51,43615,-5.02,45455,98.58,47695,11.02,True
